charity_name,address,city,state,zipcode,phone_number,email,category_name,charity_description,charity_tag,logo,founded,charity_id,assets,income,expenses,irs_form
Anchor Point Foundation,,Boulder,CO,80302,,,,,,,,,,,,
Animal Vegetable Mineral Inc,,Boulder,CO,80302,,,,,,,,,,,,
Animal Watch,,Boulder,CO,80302,,,,,,,,,,,,
Anthony And Dorothy Riddle Family Foundation,,Boulder,CO,80302,,,,,,,,,,,,
Association Of Energy Engineers Inc,,Boulder,CO,80302,,,,,,,,,,,,
Association Of North American Professional Road Cyclists,,Boulder,CO,80302,,,,,,,,,,,,
Attention Inc,,Boulder,CO,80302,,,,,,,,,,,,
Autism Society Of America-boulder County Inc,,Boulder,CO,80302,,,,,,,,,,,,
Band Of Toughs,,Boulder,CO,80302,,,,,,,,,,,,
Believe In Miracles,,Boulder,CO,80302,,,,,,,,,,,,
Benedict Miller Foundation,,Boulder,CO,80302,,,,,,,,,,,,
Beta Mu Building And Alumnae Association,,Boulder,CO,80302,,,,,,,,,,,,
Big Green,,Boulder,CO,80302,,,,,,,,,,,,
Billion People Project,,Boulder,CO,80302,,,,,,,,,,,,
Bjb Charitable Account,,Boulder,CO,80302,,,,,,,,,,,,
Blueplacard Inc,,Boulder,CO,80302,,,,,,,,,,,,
Bolder World Foundation,,Boulder,CO,80302,,,,,,,,,,,,
Boulder - Ramat Hanegev Sister City Initiative,,Boulder,CO,80302,,,,,,,,,,,,
Boulder Center For The Performing Arts Inc,,Boulder,CO,80302,,,,,,,,,,,,
Boulder Chamber Of Commerce,,Boulder,CO,80302,,,,,,,,,,,,
Boulder Climbing Community,,Boulder,CO,80302,,,,,,,,,,,,
Boulder Contact Lab,,Boulder,CO,80302,,,,,,,,,,,,
Boulder Convention And Visitors Bureau,,Boulder,CO,80302,,,,,,,,,,,,
Boulder County Aids Project,,Boulder,CO,80302,,,,,,,,,,,,
Boulder County Arts Alliance Inc,,Boulder,CO,80302,,,,,,,,,,,,
Boulder County Bar Association,,Boulder,CO,80302,,,,,,,,,,,,
Boulder County Bar Foundation,,Boulder,CO,80302,,,,,,,,,,,,
Boulder County Farmers Market,,Boulder,CO,80302,,,,,,,,,,,,
Boulder County Fire Fighters Association,,Boulder,CO,80302,,,,,,,,,,,,
Boulder Day Nursery,,Boulder,CO,80302,,,,,,,,,,,,
Boulder Ensemble Theatre Company,,Boulder,CO,80302,,,,,,,,,,,,
Boulder Flatirons Rotary Foundation A Nonprofit Corporation,,Boulder,CO,80302,,,,,,,,,,,,
Boulder Food And Wine Festival Nfp,,Boulder,CO,80302,,,,,,,,,,,,
Boulder Green Building Foundation,,Boulder,CO,80302,,,,,,,,,,,,
Boulder Green Building Guild,,Boulder,CO,80302,,,,,,,,,,,,
Boulder High School Music Parents Association,,Boulder,CO,80302,,,,,,,,,,,,
Boulder High School Panther Club,,Boulder,CO,80302,,,,,,,,,,,,
Boulder Historical Society Inc,,Boulder,CO,80302,,,,,,,,,,,,
Boulder Hospice Foundation,,Boulder,CO,80302,,,,,,,,,,,,
Boulder Housing Coalition,,Boulder,CO,80302,,,,,,,,,,,,
Boulder Interdisciplinary Committee,,Boulder,CO,80302,,,,,,,,,,,,
Boulder International Fringe Festival Inc,,Boulder,CO,80302,,,,,,,,,,,,
Boulder Kathmandu Sister City Project,,Boulder,CO,80302,,,,,,,,,,,,
Boulder Museum Of Contemporary Art,,Boulder,CO,80302,,,,,,,,,,,,
Boulder Philharmonic Orchestra,,Boulder,CO,80302,,,,,,,,,,,,
Boulder Presbyterian Housing Inc,,Boulder,CO,80302,,,,,,,,,,,,
Boulder Public Library Foundation Inc,,Boulder,CO,80302,,,,,,,,,,,,
Boulder Sister Cities Program,,Boulder,CO,80302,,,,,,,,,,,,
Boulder Synchronized Swimming Association Inc,,Boulder,CO,80302,,,,,,,,,,,,
Boulder Treasures Inc,,Boulder,CO,80302,,,,,,,,,,,,
Boulder United Methodist Missionpartners Bummp Inc,,Boulder,CO,80302,,,,,,,,,,,,
Boulder Valley Rotary Foundation,,Boulder,CO,80302,,,,,,,,,,,,
Boulder Writing Studio,,Boulder,CO,80302,,,,,,,,,,,,
Bouldershares,,Boulder,CO,80302,,,,,,,,,,,,
Bowana Foundation,,Boulder,CO,80302,,,,,,,,,,,,
Brett Family Foundation,,Boulder,CO,80302,,,,,,,,,,,,
Bridge To Justice,,Boulder,CO,80302,,,,,,,,,,,,
Building Cooperative,,Boulder,CO,80302,,,,,,,,,,,,
Caribbean Coral Restoration Center,,Boulder,CO,80302,,,,,,,,,,,,
Celebrate Autism Inc,,Boulder,CO,80302,,,,,,,,,,,,
Center For Better Education,,Boulder,CO,80302,,,,,,,,,,,,
Chabad Center At University Of Colorado Inc,,Boulder,CO,80302,,,,,,,,,,,,
Cherryvale Elder Housing,,Boulder,CO,80302,,,,,,,,,,,,
Chh Charitable Trust,,Boulder,CO,80302,,,,,,,,,,,,
Chi Omega Fraternity,,Boulder,CO,80302,,,,,,,,,,,,
Chi Omega House Association Zeta,,Boulder,CO,80302,,,,,,,,,,,,
Church Of Faith And Hope,,Boulder,CO,80302,,,,,,,,,,,,
Church Of The Merrimen,,Boulder,CO,80302,,,,,,,,,,,,
Cipa Education And Literacy Foundation,,Boulder,CO,80302,,,,,,,,,,,,
Clean Sport Collective,,Boulder,CO,80302,,,,,,,,,,,,
Co Labs Inc,,Boulder,CO,80302,,,,,,,,,,,,
Colorado Chautauqua Association,,Boulder,CO,80302,,,,,,,,,,,,
Colorado Chi Chapter Of Sigma Alpha Epsilon,,Boulder,CO,80302,,,,,,,,,,,,
Colorado Healthcare Ethics Forum Inc,,Boulder,CO,80302,,,,,,,,,,,,
Colorado Masterworks Chorus,,Boulder,CO,80302,,,,,,,,,,,,
Colorado Mountain Horse Rescue,,Boulder,CO,80302,,,,,,,,,,,,
Colorado Music Festival,,Boulder,CO,80302,,,,,,,,,,,,
Colorado Music Festival Endowment Fund,,Boulder,CO,80302,,,,,,,,,,,,
Colorado Regional Meeting Of The Religious Society Of Friends,,Boulder,CO,80302,,,,,,,,,,,,
Conscious Alliance,,Boulder,CO,80302,,,,,,,,,,,,
Conservantion,,Boulder,CO,80302,,,,,,,,,,,,
Dairy Center For The Arts,,Boulder,CO,80302,,,,,,,,,,,,
Danelle Helander & The Company Inc,,Boulder,CO,80302,,,,,,,,,,,,
De Chen Yon Ten Dzo Meditation Center,,Boulder,CO,80302,,,,,,,,,,,,
Delta Sigma Phi Fraternity Inc,,Boulder,CO,80302,,,,,,,,,,,,
Democratic Women Of Boulder County,,Boulder,CO,80302,,,,,,,,,,,,
Dglobalorg,,Boulder,CO,80302,,,,,,,,,,,,
Dharma Ocean Foundation,,Boulder,CO,80302,,,,,,,,,,,,
Douglas And Abby Brown Family Foundation,,Boulder,CO,80302,,,,,,,,,,,,
Downtown Boulder Foundation Inc,,Boulder,CO,80302,,,,,,,,,,,,
Downtown Boulder Partnership,,Boulder,CO,80302,,,,,,,,,,,,
E Town,,Boulder,CO,80302,,,,,,,,,,,,
Ecclesia,,Boulder,CO,80302,,,,,,,,,,,,
Ecological Consultants For The Public Interest,,Boulder,CO,80302,,,,,,,,,,,,
El Centro Amistad,,Boulder,CO,80302,,,,,,,,,,,,
Elephant Talk,,Boulder,CO,80302,,,,,,,,,,,,
Enneagram Studies In The Narrative Tradition,,Boulder,CO,80302,,,,,,,,,,,,
Entrepreneurial Foundation,,Boulder,CO,80302,,,,,,,,,,,,
Environmental Center Of The Rockies,,Boulder,CO,80302,,,,,,,,,,,,
Episcopal Ministries At University Of Colorado Boulder,,Boulder,CO,80302,,,,,,,,,,,,
Eta Gamma Housing Corporation,,Boulder,CO,80302,,,,,,,,,,,,
Expression Of Life Foundation Inc,,Boulder,CO,80302,,,,,,,,,,,,
Faith4all,,Boulder,CO,80302,,,,,,,,,,,,
First Congregational Church Of Boulder Foundation,,Boulder,CO,80302,,,,,,,,,,,,
First Presbyterian Preschool Of Boulder Inc,,Boulder,CO,80302,,,,,,,,,,,,
Five Circles Inc,,Boulder,CO,80302,,,,,,,,,,,,
Flatirons Elementary Pto,,Boulder,CO,80302,,,,,,,,,,,,
Flint Ministries Inc,,Boulder,CO,80302,,,,,,,,,,,,
Fox Institute For Creation Spirituality,,Boulder,CO,80302,,,,,,,,,,,,
Friends Of Colorado Usar,,Boulder,CO,80302,,,,,,,,,,,,
Gamechanger Foundation Inc,,Boulder,CO,80302,,,,,,,,,,,,
Gamma Phi Beta Sorority Inc,,Boulder,CO,80302,,,,,,,,,,,,
Geoexplorers Nonprofit Corporation,,Boulder,CO,80302,,,,,,,,,,,,
Give Back Yoga Foundation,,Boulder,CO,80302,,,,,,,,,,,,
Glider,,Boulder,CO,80302,,,,,,,,,,,,
Gold Hill Town Meeting Inc,,Boulder,CO,80302,,,,,,,,,,,,
Golok Scholarship Foundation,,Boulder,CO,80302,,,,,,,,,,,,
Gratis 7 Media Group Inc,,Boulder,CO,80302,,,,,,,,,,,,
Green Streets,,Boulder,CO,80302,,,,,,,,,,,,
Greenhouse Scholars,,Boulder,CO,80302,,,,,,,,,,,,
Hammond Boys And Girls Center,,Boulder,CO,80302,,,,,,,,,,,,
Hcfc1 International Research Foundation,,Boulder,CO,80302,,,,,,,,,,,,
Her Many Voices Foundation,,Boulder,CO,80302,,,,,,,,,,,,
Hill Boulder Merchant Association Inc,,Boulder,CO,80302,,,,,,,,,,,,
His Original Design,,Boulder,CO,80302,,,,,,,,,,,,
Historic Boulder Inc,,Boulder,CO,80302,,,,,,,,,,,,
Historic Gold Hill Inc,,Boulder,CO,80302,,,,,,,,,,,,
Humanwire 501,,Boulder,CO,80302,,,,,,,,,,,,
Hydroecologic Research,,Boulder,CO,80302,,,,,,,,,,,,
Iempathize,,Boulder,CO,80302,,,,,,,,,,,,
Immersion Journals,,Boulder,CO,80302,,,,,,,,,,,,
Impact Hub Academy,,Boulder,CO,80302,,,,,,,,,,,,
Inliners International Inc,,Boulder,CO,80302,,,,,,,,,,,,
Institute For Alliances,,Boulder,CO,80302,,,,,,,,,,,,
Institute For Cultural Evolution,,Boulder,CO,80302,,,,,,,,,,,,
Institute Of Advanced Diagnostics Corp,,Boulder,CO,80302,,,,,,,,,,,,
International Institute For Simplified Kundalini Yoga,,Boulder,CO,80302,,,,,,,,,,,,
International Jazz Advocacy Missioninc,,Boulder,CO,80302,,,,,,,,,,,,
International Research Center For Energy & Economic Development,,Boulder,CO,80302,,,,,,,,,,,,
International Society For Krishna Consciousness Of Boulder Inc,,Boulder,CO,80302,,,,,,,,,,,,
International Society For Media Religion And Culture,,Boulder,CO,80302,,,,,,,,,,,,
Interweave Dance Theatre Of Boulder Inc,,Boulder,CO,80302,,,,,,,,,,,,
Jackling Foundation,,Boulder,CO,80302,,,,,,,,,,,,
Jared Polis Foundation,,Boulder,CO,80302,,,,,,,,,,,,
Jesusonian Foundation,,Boulder,CO,80302,,,,,,,,,,,,
Joseph Russo Foundation,,Boulder,CO,80302,,,,,,,,,,,,
Kammerer Foundation,,Boulder,CO,80302,,,,,,,,,,,,
Kappa Alpha Theta Fraternity,,Boulder,CO,80302,,,,,,,,,,,,
Kappa Kappa Gamma Fraternity Inc,,Boulder,CO,80302,,,,,,,,,,,,
Kappa Sigma Fraternity,,Boulder,CO,80302,,,,,,,,,,,,
Kappa Sigma Fraternity 343,,Boulder,CO,80302,,,,,,,,,,,,
Kedumah Institute,,Boulder,CO,80302,,,,,,,,,,,,
Kenney-west Fund Ltd,,Boulder,CO,80302,,,,,,,,,,,,
Kesho Fund,,Boulder,CO,80302,,,,,,,,,,,,
Klein Frank Foundation,,Boulder,CO,80302,,,,,,,,,,,,
Klug Content Group Inc,,Boulder,CO,80302,,,,,,,,,,,,
Knights Of Columbus,,Boulder,CO,80302,,,,,,,,,,,,
Konchok Foundation,,Boulder,CO,80302,,,,,,,,,,,,
L P Brown Foundation,,Boulder,CO,80302,,,,,,,,,,,,
La Lumiere Foundation,,Boulder,CO,80302,,,,,,,,,,,,
Lambda Chi Alpha Fraternity Inc,,Boulder,CO,80302,,,,,,,,,,,,
Learning For Living Institute,,Boulder,CO,80302,,,,,,,,,,,,
Let S Play,,Boulder,CO,80302,,,,,,,,,,,,
Library People-friends Of Colorado Libraries,,Boulder,CO,80302,,,,,,,,,,,,
Little Pockets,,Boulder,CO,80302,,,,,,,,,,,,
Lutheran Campus Ministry At The University Of Colorado,,Boulder,CO,80302,,,,,,,,,,,,
Maji Safi Group,,Boulder,CO,80302,,,,,,,,,,,,
Manny Feder Memorial Foundation,,Boulder,CO,80302,,,,,,,,,,,,
Mariposa Collective,,Boulder,CO,80302,,,,,,,,,,,,
Martyred Angels Foundation,,Boulder,CO,80302,,,,,,,,,,,,
Marvin Naiman And Margery Goldman Family Foundation,,Boulder,CO,80302,,,,,,,,,,,,
Meals On Wheels Of Boulder Inc,,Boulder,CO,80302,,,,,,,,,,,,
Mediators Foundation Inc,,Boulder,CO,80302,,,,,,,,,,,,
Mental Health Center Of Boulder County Inc,,Boulder,CO,80302,,,,,,,,,,,,
Merlin Foundation,,Boulder,CO,80302,,,,,,,,,,,,
Mesa Swim Team Inc,,Boulder,CO,80302,,,,,,,,,,,,
Met Ed Co,,Boulder,CO,80302,,,,,,,,,,,,
Mothers And Mentors Alliance,,Boulder,CO,80302,,,,,,,,,,,,
Mountain Majesty Ministries Inc,,Boulder,CO,80302,,,,,,,,,,,,
Mountain Meddlers,,Boulder,CO,80302,,,,,,,,,,,,
Mountain Summers Inc,,Boulder,CO,80302,,,,,,,,,,,,
Naropa University,,Boulder,CO,80302,,,,,,,,,,,,
National American Indian Court Judges Association,,Boulder,CO,80302,,,,,,,,,,,,
Native American Rights Fund,,Boulder,CO,80302,,,,,,,,,,,,
Natural Highs--healthy Alternatives To Drugs And Alcohol,,Boulder,CO,80302,,,,,,,,,,,,
Naturally Boulder Inc,,Boulder,CO,80302,,,,,,,,,,,,
New Voice Strategies,,Boulder,CO,80302,,,,,,,,,,,,
Nexial Institute,,Boulder,CO,80302,,,,,,,,,,,,
Nu Rho Psi-the National Honor Society In Neuroscience,,Boulder,CO,80302,,,,,,,,,,,,
One World Running Inc,,Boulder,CO,80302,,,,,,,,,,,,
Open Source Hardware Association,,Boulder,CO,80302,,,,,,,,,,,,
Opportunity Tree,,Boulder,CO,80302,,,,,,,,,,,,
Pacific Art Society,,Boulder,CO,80302,,,,,,,,,,,,
Parent Advisory Council Of Boulder,,Boulder,CO,80302,,,,,,,,,,,,
Parlando Incorporated,,Boulder,CO,80302,,,,,,,,,,,,
Path Of The Ceremonial Arts,,Boulder,CO,80302,,,,,,,,,,,,
Patriot Boot Camp,,Boulder,CO,80302,,,,,,,,,,,,
Peopleforbikes Coalition Ltd,,Boulder,CO,80302,,,,,,,,,,,,
Peopleforbikes Foundation,,Boulder,CO,80302,,,,,,,,,,,,
Person To Person,,Boulder,CO,80302,,,,,,,,,,,,
Pi Beta Phi Fraternity,,Boulder,CO,80302,,,,,,,,,,,,
Pi Kappa Alpha Fraternity,,Boulder,CO,80302,,,,,,,,,,,,
Pi Kappa Phi Fraternity,,Boulder,CO,80302,,,,,,,,,,,,
Pillar Of Fire Boulder,,Boulder,CO,80302,,,,,,,,,,,,
Porphyry Road Foundation,,Boulder,CO,80302,,,,,,,,,,,,
Project Possum Inc,,Boulder,CO,80302,,,,,,,,,,,,
Project Youth Learning And Leadership,,Boulder,CO,80302,,,,,,,,,,,,
Psychedelic Club,,Boulder,CO,80302,,,,,,,,,,,,
Puzzle Piece Ministries,,Boulder,CO,80302,,,,,,,,,,,,
Queer Asterisk,,Boulder,CO,80302,,,,,,,,,,,,
Quilts For Kids,,Boulder,CO,80302,,,,,,,,,,,,
Radio Frequency Biological Research,,Boulder,CO,80302,,,,,,,,,,,,
Rainbow Sparkle Foundation,,Boulder,CO,80302,,,,,,,,,,,,
Research And Counselling Foundation For African Migrants Recfam Inc,,Boulder,CO,80302,,,,,,,,,,,,
Resident Representative Council Inc,,Boulder,CO,80302,,,,,,,,,,,,
Resource Central,,Boulder,CO,80302,,,,,,,,,,,,
Rocky Mountain Brainspotting Institute,,Boulder,CO,80302,,,,,,,,,,,,
Rocky Mountain Chassidic Center,,Boulder,CO,80302,,,,,,,,,,,,
Rocky Mountain French Bulldog Rescue,,Boulder,CO,80302,,,,,,,,,,,,
Rtc Impact Fund,,Boulder,CO,80302,,,,,,,,,,,,
Running Horse Foundation,,Boulder,CO,80302,,,,,,,,,,,,
Sakyong Potrang,,Boulder,CO,80302,,,,,,,,,,,,
Sakyongs Foundation,,Boulder,CO,80302,,,,,,,,,,,,
Salina Community Association Inc,,Boulder,CO,80302,,,,,,,,,,,,
Scuola Internazionale Della Scultura,,Boulder,CO,80302,,,,,,,,,,,,
Seac Scholarship Fund Inc,,Boulder,CO,80302,,,,,,,,,,,,
Secretariat Foundation Inc,,Boulder,CO,80302,,,,,,,,,,,,
Seisolo Foundation,,Boulder,CO,80302,,,,,,,,,,,,
September Schools Inc,,Boulder,CO,80302,,,,,,,,,,,,
Shambhala International Vajradhatu,,Boulder,CO,80302,,,,,,,,,,,,
Shambhala Usa,,Boulder,CO,80302,,,,,,,,,,,,
Shefah Inc,,Boulder,CO,80302,,,,,,,,,,,,
Sheila Fortune Foundation,,Boulder,CO,80302,,,,,,,,,,,,
Shekhina House,,Boulder,CO,80302,,,,,,,,,,,,
Sigma Tau Gamma Fraternity,,Boulder,CO,80302,,,,,,,,,,,,
Slow Food Usa Inc,,Boulder,CO,80302,,,,,,,,,,,,
Society For Creative Aging,,Boulder,CO,80302,,,,,,,,,,,,
Sogetsu Colorado Branch,,Boulder,CO,80302,,,,,,,,,,,,
Sorenson Family Foundation,,Boulder,CO,80302,,,,,,,,,,,,
Source International Us,,Boulder,CO,80302,,,,,,,,,,,,
Starfall Education Foundation,,Boulder,CO,80302,,,,,,,,,,,,
Startingbloc Nfp,,Boulder,CO,80302,,,,,,,,,,,,
Stories On Stage,,Boulder,CO,80302,,,,,,,,,,,,
Studio Arts Boulder Inc,,Boulder,CO,80302,,,,,,,,,,,,
Sunshine Cemetery Association,,Boulder,CO,80302,,,,,,,,,,,,
Tabitha International,,Boulder,CO,80302,,,,,,,,,,,,
Tau Kappa Epsilon Fraternity Inc,,Boulder,CO,80302,,,,,,,,,,,,
Tcfso,,Boulder,CO,80302,,,,,,,,,,,,
Team Colorado Of The Rockies Inc,,Boulder,CO,80302,,,,,,,,,,,,
The Association Of Brewers Inc,,Boulder,CO,80302,,,,,,,,,,,,
The Boulder Ballet,,Boulder,CO,80302,,,,,,,,,,,,
The Community Foundation,,Boulder,CO,80302,,,,,,,,,,,,
The First Baptist Church Of Boulder Colorado,,Boulder,CO,80302,,,,,,,,,,,,
The Hopper,,Boulder,CO,80302,,,,,,,,,,,,
The Milagro Charitable Supporting Organization,,Boulder,CO,80302,,,,,,,,,,,,
The Orphiflamme Foundation,,Boulder,CO,80302,,,,,,,,,,,,
The Rocky Mountain 356 Porsche Club,,Boulder,CO,80302,,,,,,,,,,,,
The Shine Network Foundation,,Boulder,CO,80302,,,,,,,,,,,,
The Unreasonable Institute,,Boulder,CO,80302,,,,,,,,,,,,
The Upstart Crow Inc,,Boulder,CO,80302,,,,,,,,,,,,
The Wain And Hildegard Stowe Family Foundation Inc,,Boulder,CO,80302,,,,,,,,,,,,
The Well,,Boulder,CO,80302,,,,,,,,,,,,
Theta Beta Delta Delta Delta Building Association Inc,,Boulder,CO,80302,,,,,,,,,,,,
Theta Beta House Corporation Of Delta Delta Delta Fraternity,,Boulder,CO,80302,,,,,,,,,,,,
Theta Xi Fraternity,,Boulder,CO,80302,,,,,,,,,,,,
Third Law Dance-theater Inc,,Boulder,CO,80302,,,,,,,,,,,,
Timely Rain,,Boulder,CO,80302,,,,,,,,,,,,
Toby Wintrub Charitable Foundation,,Boulder,CO,80302,,,,,,,,,,,,
Topplers,,Boulder,CO,80302,,,,,,,,,,,,
Transformation Foundation,,Boulder,CO,80302,,,,,,,,,,,,
Tri For Success,,Boulder,CO,80302,,,,,,,,,,,,
Trinity Commons Housing Corporation,,Boulder,CO,80302,,,,,,,,,,,,
Turning Foundation,,Boulder,CO,80302,,,,,,,,,,,,
Turning The Wheel Productions Inc,,Boulder,CO,80302,,,,,,,,,,,,
United Christian Foundation,,Boulder,CO,80302,,,,,,,,,,,,
University Lutheran Chapel,,Boulder,CO,80302,,,,,,,,,,,,
University Of Colorado Mba Association,,Boulder,CO,80302,,,,,,,,,,,,
University Of Colorado Sailing Team,,Boulder,CO,80302,,,,,,,,,,,,
Us Terrain Park Council Inc,,Boulder,CO,80302,,,,,,,,,,,,
Usa Track & Field Inc,,Boulder,CO,80302,,,,,,,,,,,,
Vajradhatu,,Boulder,CO,80302,,,,,,,,,,,,
Veterans Speak,,Boulder,CO,80302,,,,,,,,,,,,
Vidyadhara Foundation,,Boulder,CO,80302,,,,,,,,,,,,
W W Reynolds Foundation Inc,,Boulder,CO,80302,,,,,,,,,,,,
We Share Earth Inc,,Boulder,CO,80302,,,,,,,,,,,,
Wessell Family Foundation,,Boulder,CO,80302,,,,,,,,,,,,
Western Grace Conference Association,,Boulder,CO,80302,,,,,,,,,,,,
Western Resource Advocates,,Boulder,CO,80302,,,,,,,,,,,,
Wild Mane Ranch,,Boulder,CO,80302,,,,,,,,,,,,
Winer Foundation Inc,,Boulder,CO,80302,,,,,,,,,,,,
World Leadership Foundation Inc,,Boulder,CO,80302,,,,,,,,,,,,
Yesod Foundation,,Boulder,CO,80302,,,,,,,,,,,,
Young Heroes Project,,Boulder,CO,80302,,,,,,,,,,,,
Your English School,,Boulder,CO,80302,,,,,,,,,,,,
Ywca Boulder County,,Boulder,CO,80302,,,,,,,,,,,,
Zero Waste For Zero Loss,,Boulder,CO,80302,,,,,,,,,,,,
Zeta Beta Tau,,Boulder,CO,80302,,,,,,,,,,,,
17742 Foundation,,Boulder,CO,80301,,,,,,,,,,,,
303 Project,,Boulder,CO,80301,,,,,,,,,,,,
84000,,Boulder,CO,80301,,,,,,,,,,,,
Acupuncture Innovation,,Boulder,CO,80301,,,,,,,,,,,,
Aerospace Legacy Engineering And Technology Recovery Organization,,Boulder,CO,80301,,,,,,,,,,,,
Afghans4tomorrow Inc,,Boulder,CO,80301,,,,,,,,,,,,
Afp Consortium,,Boulder,CO,80301,,,,,,,,,,,,
Agile-International,,Boulder,CO,80301,,,,,,,,,,,,
Ahimsa,,Boulder,CO,80301,,,,,,,,,,,,
Alpha Delta Kappa Sorority Inc,,Boulder,CO,80301,,,,,,,,,,,,
American Legion Auxiliary,,Boulder,CO,80301,,,,,,,,,,,,
American Legion Post 0010 Boulder,,Boulder,CO,80301,,,,,,,,,,,,
American Mountain Guides Association,,Boulder,CO,80301,,,,,,,,,,,,
Ancient Free & Accepted Masons Of Colorado,,Boulder,CO,80301,,,,,,,,,,,,
Arrow Journal,,Boulder,CO,80301,,,,,,,,,,,,
Art Sticks,,Boulder,CO,80301,,,,,,,,,,,,
Asia Transpacific Foundation,,Boulder,CO,80301,,,,,,,,,,,,
Athletes With Shoes To Share Inc,,Boulder,CO,80301,,,,,,,,,,,,
Audio Information Network Of Colorado,,Boulder,CO,80301,,,,,,,,,,,,
Authentic Relating International,,Boulder,CO,80301,,,,,,,,,,,,
Avadhuta Foundation,,Boulder,CO,80301,,,,,,,,,,,,
Avancera,,Boulder,CO,80301,,,,,,,,,,,,
Be Zero,,Boulder,CO,80301,,,,,,,,,,,,
Beadforlife,,Boulder,CO,80301,,,,,,,,,,,,
Belize Acute Care And Trauma Surgery,,Boulder,CO,80301,,,,,,,,,,,,
Benevolent & Protective Order Of Elks Of The Usa,,Boulder,CO,80301,,,,,,,,,,,,
Big Life Foundation,,Boulder,CO,80301,,,,,,,,,,,,
Blue Star Mothers Of America Inc,,Boulder,CO,80301,,,,,,,,,,,,
Bohua Chinese School A Colorado Non-profit Corporation,,Boulder,CO,80301,,,,,,,,,,,,
Boulder Cancer Fighters,,Boulder,CO,80301,,,,,,,,,,,,
Boulder Chinese Baptist Church,,Boulder,CO,80301,,,,,,,,,,,,
Boulder Community Broadcast Association Incorporated,,Boulder,CO,80301,,,,,,,,,,,,
Boulder Community Health,,Boulder,CO,80301,,,,,,,,,,,,
Boulder Community Health Foundation,,Boulder,CO,80301,,,,,,,,,,,,
Boulder Community Rowing Inc,,Boulder,CO,80301,,,,,,,,,,,,
Boulder County Amateur Radio Emergency Services Inc,,Boulder,CO,80301,,,,,,,,,,,,
Boulder County Intergroup,,Boulder,CO,80301,,,,,,,,,,,,
Boulder County Medical Society,,Boulder,CO,80301,,,,,,,,,,,,
Boulder County Regional Fire Training Center,,Boulder,CO,80301,,,,,,,,,,,,
Boulder County Rsvp Board Inc,,Boulder,CO,80301,,,,,,,,,,,,
Boulder County Soccer Club,,Boulder,CO,80301,,,,,,,,,,,,
Boulder County Workforce Development Board,,Boulder,CO,80301,,,,,,,,,,,,
Boulder Friends Of Jung,,Boulder,CO,80301,,,,,,,,,,,,
Boulder Masonic Association Inc,,Boulder,CO,80301,,,,,,,,,,,,
Boulder Municipal Sports Center,,Boulder,CO,80301,,,,,,,,,,,,
Boulder Parenting In Diversity,,Boulder,CO,80301,,,,,,,,,,,,
Boulder Police Officers Association,,Boulder,CO,80301,,,,,,,,,,,,
Boulder Preparatory High School,,Boulder,CO,80301,,,,,,,,,,,,
Boulder Rural Firefighter Foundation Inc,,Boulder,CO,80301,,,,,,,,,,,,
Boulder School,,Boulder,CO,80301,,,,,,,,,,,,
Boulder Unit No 359 The American Contract Bridge League,,Boulder,CO,80301,,,,,,,,,,,,
Boulder Valley Womens Health Center Inc,,Boulder,CO,80301,,,,,,,,,,,,
Breast Cancer Survivors And Friends,,Boulder,CO,80301,,,,,,,,,,,,
Briles Family Foundation,,Boulder,CO,80301,,,,,,,,,,,,
Burns Family Foundation,,Boulder,CO,80301,,,,,,,,,,,,
Calvary Bible Evangelical Free Church,,Boulder,CO,80301,,,,,,,,,,,,
Capstone Foundation,,Boulder,CO,80301,,,,,,,,,,,,
Center For People With Disabilities,,Boulder,CO,80301,,,,,,,,,,,,
Center For Space Entrepreneurship,,Boulder,CO,80301,,,,,,,,,,,,
Ceo 4 Teens,,Boulder,CO,80301,,,,,,,,,,,,
Certified Commercial Property Inspectors Association,,Boulder,CO,80301,,,,,,,,,,,,
Chamber Music Society Of Boulder,,Boulder,CO,80301,,,,,,,,,,,,
Charlies Guys,,Boulder,CO,80301,,,,,,,,,,,,
Chef Ann Foundation,,Boulder,CO,80301,,,,,,,,,,,,
Christie Cadwell Foundation,,Boulder,CO,80301,,,,,,,,,,,,
Cindy Brandle Dance Company,,Boulder,CO,80301,,,,,,,,,,,,
Co2 Sciences Inc,,Boulder,CO,80301,,,,,,,,,,,,
Coleman Colorado Foundation,,Boulder,CO,80301,,,,,,,,,,,,
Colorado Association Of Business Intermediaries Inc,,Boulder,CO,80301,,,,,,,,,,,,
Colorado Nepal Youth Club,,Boulder,CO,80301,,,,,,,,,,,,
Colorado Veterans Support Inc,,Boulder,CO,80301,,,,,,,,,,,,
Common Body,,Boulder,CO,80301,,,,,,,,,,,,
Community Cycles,,Boulder,CO,80301,,,,,,,,,,,,
Community Link,,Boulder,CO,80301,,,,,,,,,,,,
Community Restorative Justice Partnership,,Boulder,CO,80301,,,,,,,,,,,,
Computational Thinking Foundation,,Boulder,CO,80301,,,,,,,,,,,,
Conference On Precision Electro-magnetic Measurements,,Boulder,CO,80301,,,,,,,,,,,,
Coogan Sisters,,Boulder,CO,80301,,,,,,,,,,,,
Cool Girls Science And Art Club,,Boulder,CO,80301,,,,,,,,,,,,
Cozy Coats For Kids Inc,,Boulder,CO,80301,,,,,,,,,,,,
